Throttle,Left Front RPM,Right Front RPM,Left Rear RPM,Right Rear RPM
0.8,650.081,650.081,650.085,650.086
0.8,649.865,649.866,649.869,649.87
0.8,650.646,650.647,650.651,650.651
0.8,650.346,650.346,650.35,650.35
0.8,650.471,650.472,650.475,650.476
0.8,650.348,650.348,650.352,650.352
0.8,650.809,650.809,650.813,650.814
0.8,650.957,650.957,650.961,650.961
0.8,651.333,651.333,651.337,651.338
0.8,651.315,651.315,651.319,651.32
0.8,651.532,651.532,651.536,651.536
0.8,651.614,651.615,651.618,651.619
0.8,651.822,651.823,651.827,651.827
0.8,652.035,652.036,652.039,652.04
0.8,653.131,653.132,653.135,653.136
0.8,652.293,652.294,652.298,652.298
0.8,652.494,652.494,652.498,652.499
0.8,652.653,652.653,652.657,652.657
0.8,652.744,652.745,652.748,652.749
0.8,653.221,653.222,653.225,653.226
0.8,653.135,653.135,653.139,653.14
0.8,653.33,653.33,653.334,653.335
0.8,653.482,653.483,653.487,653.487
0.8,653.627,653.627,653.631,653.632
0.8,653.84,653.841,653.845,653.845
0.8,654.405,654.406,654.41,654.41
0.8,654.144,654.145,654.149,654.149
0.8,654.59,654.591,654.595,654.595
0.8,654.424,654.425,654.429,654.429
0.8,654.095,654.096,654.1,654.101
0.8,654.802,654.802,654.806,654.807
0.8,655.095,655.096,655.1,655.1
0.8,654.426,654.427,654.431,654.432
0.8,655.217,655.217,655.221,655.222
0.8,655.466,655.466,655.471,655.471
0.8,655.659,655.659,655.663,655.664
0.8,655.441,655.442,655.446,655.446
0.8,655.779,655.779,655.783,655.784
0.8,656.128,656.129,656.133,656.134
0.8,656.357,656.358,656.362,656.363
0.8,656.481,656.481,656.485,656.486
0.8,656.557,656.558,656.562,656.563
0.8,656.785,656.786,656.79,656.791
0.8,656.972,656.972,656.977,656.977
0.8,657.073,657.074,657.078,657.079
0.8,657.343,657.343,657.348,657.348
0.8,657.442,657.442,657.447,657.447
0.8,657.372,657.373,657.377,657.378
0.8,657.844,657.844,657.848,657.849
0.8,657.862,657.863,657.867,657.868
0.8,657.967,657.968,657.972,657.973
0.8,658.232,658.232,658.237,658.237
0.8,658.408,658.409,658.413,658.414
0.8,658.581,658.582,658.586,658.587
0.8,658.91,658.911,658.915,658.916
0.8,658.974,658.974,658.979,658.979
0.8,658.999,658.999,659.004,659.004
0.8,659.246,659.247,659.251,659.252
0.8,659.448,659.449,659.453,659.454
0.8,659.527,659.528,659.532,659.533
0.8,659.682,659.682,659.687,659.688
0.8,660.005,660.005,660.01,660.01
0.8,660.064,660.065,660.07,660.07
0.8,660.988,660.989,660.993,660.994
0.8,661.2,661.201,661.206,661.206
0.8,660.441,660.442,660.446,660.447
0.8,660.828,660.829,660.834,660.834
0.8,660.872,660.873,660.877,660.878
0.8,661.037,661.037,661.042,661.042
0.8,661.172,661.172,661.177,661.177
0.8,661.321,661.322,661.327,661.327
0.8,661.475,661.476,661.48,661.481
0.8,661.604,661.604,661.609,661.609
0.8,661.959,661.959,661.964,661.965
0.8,662.015,662.016,662.02,662.021
0.8,662.088,662.089,662.094,662.094
0.8,662.325,662.326,662.331,662.331
0.8,662.154,662.154,662.159,662.16
0.8,662.373,662.373,662.378,662.379
0.8,662.767,662.768,662.773,662.773
0.8,662.993,662.993,662.998,662.999
0.8,663.099,663.1,663.104,663.105
0.8,663.316,663.316,663.321,663.321
0.8,663.581,663.581,663.586,663.587
0.8,663.624,663.624,663.629,663.629
0.8,663.767,663.768,663.772,663.773
0.8,663.886,663.887,663.892,663.892
0.8,664.529,664.53,664.535,664.535
0.8,664.011,664.012,664.017,664.017
0.8,664.38,664.381,664.386,664.386
0.8,664.559,664.559,664.564,664.565
0.8,664.822,664.823,664.827,664.828
0.8,664.903,664.903,664.908,664.909
0.8,664.675,664.675,664.68,664.681
0.8,665.33,665.331,665.336,665.336
0.8,666.01,666.011,666.015,666.016
0.8,665.401,665.402,665.406,665.407
0.8,665.765,665.765,665.77,665.771
0.8,665.868,665.869,665.874,665.874
0.8,666.043,666.043,666.048,666.049
0.8,666.213,666.214,666.218,666.219
0.8,666.305,666.306,666.311,666.311
0.8,666.371,666.372,666.377,666.377
0.8,666.736,666.737,666.742,666.742
0.8,666.838,666.839,666.844,666.845
0.8,666.997,666.998,667.003,667.003
0.8,667.031,667.031,667.036,667.037
0.8,667.318,667.318,667.323,667.324
0.8,667.958,667.959,667.964,667.964
0.8,667.76,667.76,667.765,667.766
0.8,668.748,668.749,668.754,668.755
0.8,668.077,668.078,668.083,668.084
0.8,667.081,667.081,667.086,667.087
0.8,668.424,668.424,668.429,668.43
0.8,668.447,668.448,668.453,668.453
0.8,668.513,668.513,668.518,668.519
0.8,668.727,668.728,668.733,668.733
0.8,668.969,668.969,668.974,668.975
0.8,669.059,669.06,669.064,669.065
0.8,669.197,669.197,669.202,669.203
0.8,669.376,669.376,669.381,669.382
0.8,669.677,669.678,669.683,669.684
0.8,669.673,669.673,669.678,669.679
0.8,670.072,670.073,670.078,670.078
0.8,670.085,670.086,670.091,670.091
0.8,670.231,670.232,670.237,670.237
0.8,670.325,670.326,670.331,670.332
0.8,670.488,670.489,670.494,670.494
0.8,670.755,670.756,670.761,670.761
0.8,670.942,670.943,670.948,670.949
0.8,670.979,670.979,670.984,670.985
0.8,671.186,671.186,671.191,671.192
0.8,670.246,670.246,670.252,670.252
0.8,671.265,671.266,671.271,671.272
0.8,671.542,671.542,671.547,671.548
0.8,671.56,671.561,671.566,671.567
0.8,671.9,671.901,671.906,671.907
0.8,671.879,671.88,671.885,671.886
0.8,672.383,672.384,672.389,672.39
0.8,672.261,672.262,672.267,672.268
0.8,672.071,672.072,672.077,672.078
0.8,672.638,672.639,672.644,672.645
0.8,672.994,672.994,672.999,673
0.8,673.005,673.005,673.01,673.011
0.8,672.53,672.531,672.536,672.537
0.8,673.94,673.94,673.945,673.946
0.8,672.913,672.913,672.918,672.919
0.8,673.634,673.635,673.64,673.641
0.8,673.607,673.607,673.612,673.613
0.8,673.897,673.898,673.903,673.904
0.8,674.216,674.217,674.222,674.223
0.8,674.314,674.314,674.32,674.32
0.8,674.623,674.624,674.629,674.63
0.8,674.575,674.575,674.581,674.581
0.8,674.86,674.861,674.866,674.867
0.8,675.021,675.022,675.027,675.028
0.8,674.918,674.919,674.924,674.925
0.8,674.918,674.918,674.923,674.924
0.8,676.625,676.626,676.631,676.632
0.8,675.519,675.52,675.525,675.526
0.8,675.753,675.753,675.759,675.759
0.8,675.935,675.936,675.941,675.941
0.8,675.957,675.958,675.963,675.964
0.8,675.237,675.237,675.243,675.243
0.8,676.43,676.43,676.436,676.437
0.8,676.395,676.395,676.401,676.402
0.8,676.641,676.642,676.648,676.648
0.8,676.341,676.342,676.347,676.348
0.8,676.852,676.852,676.858,676.859
0.8,676.891,676.892,676.897,676.898
0.8,677.393,677.394,677.4,677.4
0.8,677.36,677.361,677.367,677.367
0.8,677.642,677.643,677.649,677.649
0.8,677.667,677.667,677.673,677.674
0.8,677.848,677.849,677.855,677.855
0.8,677.959,677.96,677.966,677.966
0.8,677.944,677.945,677.951,677.951
0.8,678.817,678.818,678.823,678.824
0.8,678.306,678.306,678.312,678.313
0.8,679.013,679.013,679.019,679.02
0.8,678.402,678.403,678.409,678.41
0.8,678.929,678.929,678.935,678.936
0.8,679.045,679.046,679.052,679.053
0.8,679.154,679.154,679.16,679.161
0.8,679.532,679.533,679.539,679.54
0.8,679.514,679.514,679.52,679.521
0.8,679.673,679.674,679.68,679.68
0.8,679.556,679.557,679.563,679.563
0.8,680.018,680.018,680.024,680.025
0.8,680.114,680.115,680.121,680.121
0.8,680.369,680.37,680.376,680.376
0.8,680.134,680.135,680.141,680.142
0.8,680.551,680.551,680.557,680.558
0.8,680.737,680.738,680.744,680.744
0.8,680.888,680.889,680.895,680.896
0.8,681.014,681.014,681.021,681.021
0.8,681.211,681.212,681.218,681.219
0.8,681.347,681.348,681.354,681.355
0.8,681.693,681.694,681.701,681.701
0.8,681.449,681.45,681.456,681.457
0.8,681.775,681.776,681.782,681.783
0.8,681.919,681.92,681.927,681.927
0.8,682.237,682.238,682.245,682.245
0.8,682.275,682.275,682.282,682.283
0.8,681.778,681.779,681.785,681.786
0.8,682.517,682.518,682.525,682.525
0.8,682.665,682.666,682.672,682.673
0.8,682.923,682.924,682.93,682.931
0.8,682.393,682.394,682.401,682.401
0.8,683.16,683.161,683.167,683.168
0.8,683.678,683.679,683.685,683.686
0.8,683.424,683.425,683.432,683.432
0.8,683.843,683.843,683.85,683.851
0.8,683.797,683.798,683.805,683.805
0.8,683.924,683.925,683.931,683.932
0.8,684.165,684.166,684.172,684.173
0.8,684.224,684.224,684.231,684.232
0.8,684.739,684.74,684.746,684.747
0.8,684.569,684.57,684.577,684.577
0.8,684.735,684.736,684.742,684.743
0.8,683.909,683.91,683.917,683.917
0.8,685.026,685.026,685.033,685.034
0.8,684.934,684.935,684.941,684.942
0.8,685.561,685.562,685.568,685.569
0.8,685.124,685.125,685.132,685.132
0.8,685.627,685.628,685.634,685.635
0.8,685.986,685.987,685.993,685.994
0.8,685.819,685.82,685.826,685.827
0.8,686.028,686.029,686.036,686.036
0.8,686.196,686.197,686.203,686.204
0.8,686.307,686.308,686.315,686.315
0.8,686.703,686.704,686.711,686.712
0.8,686.33,686.331,686.337,686.338
0.8,686.686,686.687,686.694,686.695
0.8,686.803,686.804,686.811,686.811
0.8,687.425,687.425,687.432,687.433
0.8,687.52,687.521,687.527,687.528
0.8,687.377,687.378,687.385,687.386
0.8,687.795,687.796,687.803,687.804
0.8,687.7,687.701,687.708,687.708
0.8,687.932,687.933,687.94,687.941
0.8,688.123,688.124,688.131,688.131
0.8,687.064,687.065,687.071,687.072
0.8,688.275,688.276,688.283,688.284
0.8,688.26,688.261,688.267,688.268
0.8,688.682,688.683,688.69,688.69
0.8,688.702,688.703,688.709,688.71
0.8,688.448,688.449,688.456,688.457
0.8,689.06,689.061,689.068,689.068
0.8,689.048,689.049,689.056,689.057
0.8,689.316,689.317,689.323,689.324
0.8,689.498,689.499,689.506,689.506
0.8,689.474,689.475,689.482,689.483
0.8,689.829,689.83,689.836,689.837
0.8,689.101,689.102,689.109,689.11
0.8,690.075,690.076,690.083,690.084
0.8,690.412,690.413,690.42,690.421
0.8,690.518,690.519,690.526,690.527
0.8,691.559,691.56,691.567,691.568
0.8,690.85,690.851,690.858,690.859
0.8,690.979,690.98,690.987,690.987
0.8,691.048,691.049,691.056,691.056
0.8,691.096,691.097,691.104,691.105
0.8,691.011,691.012,691.019,691.019
0.8,691.46,691.461,691.467,691.468
0.8,691.629,691.63,691.637,691.638
0.8,691.67,691.671,691.678,691.679
0.8,691.819,691.819,691.826,691.827
0.8,691.685,691.686,691.693,691.694
0.8,691.937,691.938,691.945,691.946
0.8,692.108,692.108,692.115,692.116
0.8,692.398,692.399,692.406,692.406
0.8,692.588,692.588,692.595,692.596
0.8,692.648,692.648,692.655,692.656
0.8,693.044,693.045,693.052,693.053
0.8,693.06,693.061,693.069,693.069
0.8,693.142,693.143,693.151,693.151
0.8,693.376,693.377,693.384,693.385
0.8,693.494,693.495,693.502,693.503
0.8,693.609,693.61,693.617,693.618
0.8,693.101,693.102,693.109,693.11
0.8,693.797,693.798,693.805,693.806
0.8,694.115,694.116,694.123,694.124
0.8,694.209,694.21,694.218,694.219
0.8,694.653,694.654,694.661,694.662
0.8,694.396,694.397,694.405,694.405
0.8,694.587,694.588,694.596,694.597
0.8,694.856,694.857,694.865,694.865
0.8,694.881,694.883,694.89,694.891
0.8,695.098,695.099,695.107,695.108
0.8,695.189,695.19,695.197,695.198
0.8,695.337,695.338,695.345,695.346
0.8,694.726,694.727,694.735,694.736
0.8,695.755,695.756,695.764,695.765
0.8,695.229,695.23,695.238,695.239
0.8,695.868,695.869,695.877,695.878
0.8,695.963,695.964,695.972,695.973
0.8,696.206,696.207,696.215,696.216
0.8,696.063,696.064,696.072,696.073
0.8,696.474,696.475,696.483,696.483
0.8,696.611,696.612,696.62,696.621
0.8,696.669,696.67,696.678,696.679
0.8,696.932,696.933,696.94,696.941
0.8,696.98,696.981,696.989,696.99
0.8,697.206,697.207,697.215,697.216
0.8,697.386,697.387,697.395,697.396
0.8,697.47,697.471,697.479,697.48
0.8,697.657,697.658,697.666,697.667
0.8,697.773,697.774,697.782,697.783
0.8,698.332,698.333,698.341,698.342
0.8,698.052,698.053,698.061,698.061
0.8,698.035,698.036,698.044,698.044
0.8,698.4,698.401,698.409,698.41
0.8,698.523,698.524,698.532,698.533
0.8,698.66,698.662,698.67,698.67
0.8,698.809,698.81,698.818,698.818
0.8,698.764,698.765,698.773,698.774
0.8,698.966,698.967,698.975,698.976
0.8,699.828,699.829,699.837,699.838
0.8,699.273,699.274,699.282,699.283
0.8,700.911,700.912,700.92,700.92
0.8,699.557,699.558,699.566,699.567
0.8,699.781,699.782,699.79,699.791
0.8,699.995,699.996,700.004,700.005
0.8,700.369,700.37,700.378,700.379
0.8,700.174,700.175,700.183,700.184
0.8,700.448,700.449,700.457,700.458
0.8,700.553,700.554,700.563,700.563
0.8,700.427,700.428,700.437,700.437
0.8,700.807,700.809,700.817,700.818
0.8,700.965,700.966,700.974,700.975
0.8,701.139,701.14,701.148,701.149
0.8,701.298,701.299,701.308,701.308
0.8,701.783,701.784,701.792,701.793
0.8,701.793,701.795,701.803,701.804
0.8,701.903,701.904,701.913,701.914
0.8,701.827,701.828,701.836,701.837
0.8,701.969,701.97,701.979,701.979
0.8,702.017,702.018,702.026,702.027
0.8,702.23,702.231,702.24,702.24
0.8,702.777,702.778,702.787,702.787
0.8,702.449,702.45,702.459,702.46
0.8,702.247,702.248,702.257,702.258
0.8,702.908,702.909,702.918,702.919
0.8,703.32,703.321,703.33,703.33
0.8,702.99,702.992,703,703.001
0.8,703.283,703.284,703.292,703.293
0.8,703.366,703.367,703.375,703.376
0.8,703.554,703.555,703.564,703.565
0.8,703.697,703.698,703.706,703.707
0.8,703.781,703.782,703.791,703.792
0.8,703.938,703.939,703.948,703.949
0.8,704.512,704.513,704.522,704.523
0.8,703.654,703.655,703.664,703.665
0.8,705.212,705.214,705.222,705.223
0.8,704.516,704.517,704.526,704.527
0.8,705.73,705.731,705.74,705.741
0.8,704.706,704.708,704.716,704.717
0.8,704.882,704.883,704.892,704.893
0.8,704.911,704.912,704.921,704.921
0.8,705.533,705.534,705.543,705.543
0.8,705.536,705.537,705.546,705.547
0.8,705.385,705.386,705.395,705.395
0.8,705.419,705.42,705.429,705.429
0.8,705.748,705.749,705.758,705.759
0.8,705.602,705.604,705.612,705.613
0.8,706.035,706.036,706.045,706.046
0.8,706.16,706.161,706.17,706.17
0.8,706.358,706.359,706.367,706.368
0.8,707.131,707.132,707.141,707.142
0.8,706.581,706.582,706.591,706.591
0.8,707.271,707.273,707.281,707.282
0.8,706.857,706.858,706.867,706.867
0.8,707.007,707.008,707.017,707.017
0.8,707.109,707.111,707.12,707.12
0.8,707.307,707.308,707.317,707.318
0.8,706.628,706.629,706.638,706.639
0.8,707.564,707.566,707.575,707.575
0.8,707.914,707.915,707.924,707.925
0.8,708.16,708.161,708.17,708.171
0.8,707.594,707.596,707.604,707.605
0.8,708.208,708.209,708.218,708.218
0.8,707.872,707.874,707.882,707.883
0.8,708.381,708.382,708.391,708.391
0.8,708.517,708.519,708.527,708.528
0.8,708.665,708.667,708.675,708.676
0.8,708.772,708.774,708.782,708.783
0.8,709.019,709.021,709.03,709.03
0.8,709.036,709.037,709.046,709.047
0.8,709.052,709.053,709.062,709.063
0.8,709.576,709.578,709.586,709.587
0.8,709.45,709.452,709.461,709.461
0.8,709.371,709.373,709.381,709.382
0.8,710.141,710.143,710.152,710.152
0.8,709.939,709.941,709.95,709.951
0.8,709.725,709.727,709.736,709.736
0.8,710.181,710.183,710.192,710.193
0.8,710.261,710.262,710.271,710.272
0.8,710.854,710.856,710.865,710.866
0.8,710.264,710.266,710.275,710.276
0.8,710.71,710.712,710.721,710.721
0.8,710.891,710.893,710.902,710.903
0.8,711.014,711.015,711.024,711.025
0.8,711.133,711.135,711.144,711.145
0.8,712.024,712.025,712.034,712.035
0.8,711.067,711.069,711.078,711.079
0.8,711.406,711.408,711.417,711.418
0.8,711.644,711.645,711.654,711.655
0.8,711.704,711.706,711.715,711.715
0.8,712.141,712.142,712.151,712.152
0.8,712.209,712.211,712.22,712.221
0.8,712.075,712.076,712.086,712.086
0.8,712.539,712.541,712.55,712.551
0.8,712.484,712.486,712.495,712.496
0.8,712.617,712.619,712.628,712.628
0.8,712.578,712.58,712.589,712.59
0.8,712.881,712.883,712.892,712.893
0.8,713.095,713.097,713.106,713.106
0.8,713.725,713.727,713.736,713.736
0.8,713.199,713.201,713.21,713.21
0.8,713.847,713.849,713.858,713.858
0.8,713.42,713.422,713.431,713.432
0.8,713.481,713.483,713.492,713.493
0.8,713.827,713.829,713.838,713.839
0.8,713.691,713.693,713.702,713.702
0.8,714.08,714.082,714.091,714.091
0.8,714.208,714.21,714.219,714.22
0.8,714.386,714.388,714.397,714.397
0.8,714.652,714.654,714.663,714.664
0.8,714.5,714.502,714.511,714.511
0.8,714.276,714.278,714.287,714.287
0.8,715.102,715.104,715.113,715.113
0.8,715.077,715.079,715.089,715.089
0.8,715.211,715.213,715.222,715.223
0.8,715.337,715.339,715.348,715.349
0.8,715.454,715.456,715.465,715.466
0.8,715.593,715.595,715.604,715.604
0.8,715.808,715.81,715.82,715.82
0.8,715.587,715.589,715.599,715.599
0.8,715.971,715.973,715.982,715.983
0.8,716.293,716.295,716.305,716.305
0.8,716.202,716.204,716.213,716.214
0.8,716.408,716.41,716.419,716.42
0.8,716.516,716.518,716.527,716.527
0.8,714.713,714.715,714.725,714.725
0.8,716.945,716.947,716.956,716.957
0.8,717.954,717.956,717.965,717.965
0.8,717.107,717.108,717.118,717.118
0.8,717.645,717.647,717.657,717.657
0.8,717.24,717.242,717.251,717.252
0.8,717.774,717.776,717.785,717.786
0.8,717.585,717.587,717.596,717.597
0.8,717.761,717.763,717.773,717.774
0.8,717.772,717.774,717.784,717.784
0.8,717.988,717.99,718,718.001
0.8,717.543,717.545,717.555,717.555
0.8,718.266,718.267,718.277,718.278
0.8,718.441,718.443,718.453,718.453
0.8,717.648,717.65,717.66,717.66
0.8,718.653,718.655,718.665,718.665
0.8,718.868,718.87,718.88,718.88
0.8,719.086,719.087,719.097,719.098
0.8,718.308,718.31,718.319,718.32
0.8,719.079,719.081,719.091,719.092
0.8,719.441,719.443,719.453,719.453
0.8,719.504,719.506,719.516,719.516
0.8,719.606,719.608,719.617,719.618
0.8,719.834,719.836,719.845,719.846
0.8,719.864,719.866,719.876,719.876
0.8,719.366,719.368,719.378,719.379
0.8,720.133,720.134,720.144,720.145
0.8,720.327,720.329,720.339,720.339
0.8,720.313,720.315,720.324,720.325
0.8,720.668,720.67,720.679,720.68
0.8,720.588,720.59,720.599,720.6
0.8,720.796,720.798,720.808,720.809
0.8,720.87,720.872,720.882,720.882
0.8,721.047,721.049,721.059,721.059
0.8,721.184,721.185,721.195,721.196
0.8,721.319,721.321,721.331,721.331
0.8,721.453,721.455,721.465,721.465
0.8,722.002,722.004,722.014,722.014
0.8,721.705,721.707,721.717,721.717
0.8,721.837,721.839,721.849,721.85
0.8,721.961,721.963,721.973,721.973
0.8,722.12,722.122,722.132,722.132
0.8,721.961,721.963,721.972,721.973
0.8,722.952,722.954,722.964,722.964
0.8,721.752,721.754,721.763,721.764
0.8,722.072,722.078,722.083,722.083
0.8,722.746,722.751,722.756,722.757
0.8,722.883,722.888,722.894,722.895
0.8,723.124,723.129,723.135,723.136
0.8,723.298,723.303,723.309,723.31
0.8,723.122,723.127,723.133,723.134
0.8,723.368,723.373,723.379,723.38
0.8,723.488,723.493,723.499,723.499
0.8,724.476,724.481,724.487,724.488
0.8,723.874,723.879,723.886,723.886
0.8,723.912,723.916,723.923,723.924
0.8,724.234,724.239,724.246,724.247
0.8,722.888,722.893,722.899,722.9
0.8,724.162,724.167,724.174,724.175
0.8,724.964,724.969,724.976,724.977
0.8,724.557,724.562,724.569,724.57
0.8,724.701,724.705,724.712,724.713
0.8,724.692,724.697,724.704,724.704
0.8,725.136,725.141,725.147,725.148
0.8,725.082,725.087,725.093,725.094
0.8,725.204,725.209,725.215,725.216
0.8,725.331,725.336,725.342,725.343
0.8,725.449,725.454,725.461,725.461
0.8,725.604,725.608,725.615,725.616
0.8,725.667,725.672,725.678,725.679
0.8,725.845,725.85,725.856,725.857
0.8,726,726.004,726.011,726.012
0.8,726.104,726.109,726.116,726.117
0.8,726.456,726.461,726.468,726.469
0.8,726.401,726.405,726.412,726.413
0.8,726.489,726.494,726.501,726.501
0.8,726.668,726.673,726.679,726.68
0.8,726.609,726.613,726.62,726.62
0.8,726.787,726.791,726.798,726.799
0.8,727.172,727.176,727.183,727.184
0.8,727.287,727.291,727.298,727.299
0.8,727.147,727.151,727.158,727.159
0.8,727.215,727.219,727.226,727.227
0.8,727.334,727.338,727.345,727.346
0.8,727.545,727.549,727.556,727.557
0.8,727.83,727.834,727.841,727.842
0.8,728.299,728.303,728.31,728.311
0.8,727.475,727.479,727.486,727.487
0.8,728.247,728.251,728.258,728.259
0.8,728.276,728.281,728.288,728.288
0.8,728.317,728.321,728.328,728.329
0.8,728.706,728.71,728.717,728.718
0.8,728.634,728.638,728.645,728.646
0.8,728.769,728.774,728.781,728.782
0.8,728.659,728.663,728.67,728.671
0.8,729.111,729.116,729.123,729.124
0.8,729.347,729.351,729.358,729.359
0.8,729.067,729.072,729.079,729.079
0.8,727.802,727.806,727.813,727.814
0.8,729.532,729.537,729.544,729.545
0.8,729.63,729.634,729.641,729.642
0.8,729.69,729.694,729.701,729.702
0.8,729.967,729.971,729.978,729.979
0.8,729.96,729.965,729.972,729.972
0.8,730.586,730.59,730.597,730.598
0.8,730.261,730.265,730.272,730.273
0.8,730.172,730.176,730.183,730.184
0.8,730.53,730.534,730.541,730.542
0.8,730.743,730.747,730.754,730.755
0.8,730.739,730.744,730.751,730.752
0.8,730.913,730.918,730.925,730.925
0.8,731.071,731.076,731.083,731.084
0.8,731.061,731.066,731.073,731.073
0.8,731.499,731.504,731.511,731.511
0.8,731.221,731.226,731.232,731.233
0.8,731.498,731.502,731.509,731.51
0.8,731.636,731.64,731.647,731.648
0.8,731.681,731.686,731.693,731.693
0.8,731.908,731.912,731.919,731.92
0.8,732.034,732.039,732.046,732.047
0.8,732.541,732.546,732.553,732.553
0.8,731.995,731.999,732.006,732.007
0.8,732.2,732.204,732.211,732.212
0.8,732.545,732.55,732.556,732.557
0.8,732.487,732.492,732.499,732.5
0.8,732.773,732.778,732.785,732.785
0.8,732.769,732.774,732.781,732.782
0.8,733.197,733.201,733.208,733.209
0.8,733.091,733.096,733.103,733.103
0.8,732.982,732.986,732.993,732.994
0.8,733.384,733.388,733.395,733.396
0.8,733.381,733.385,733.392,733.393
0.8,733.593,733.598,733.605,733.606
0.8,733.782,733.787,733.794,733.795
0.8,733.547,733.552,733.558,733.559
0.8,733.772,733.777,733.783,733.784
0.8,734.059,734.064,734.07,734.071
0.8,734.196,734.201,734.208,734.209
0.8,734.584,734.588,734.595,734.596
0.8,734.932,734.937,734.944,734.944
0.8,734.419,734.424,734.431,734.432
0.8,734.839,734.844,734.851,734.852
0.8,734.914,734.919,734.926,734.926
0.8,735.039,735.043,735.05,735.051
0.8,735.076,735.081,735.088,735.089
0.8,734.374,734.379,734.385,734.386
0.8,735.369,735.374,735.381,735.382
0.8,736.123,736.128,736.135,736.136
0.8,735.731,735.736,735.743,735.744
0.8,735.735,735.74,735.747,735.748
0.8,735.891,735.896,735.903,735.903
0.8,735.798,735.803,735.81,735.811
0.8,736.214,736.219,736.226,736.227
0.8,735.807,735.812,735.819,735.82
0.8,736.239,736.244,736.251,736.252
0.8,736.77,736.775,736.782,736.783
0.8,736.761,736.765,736.772,736.773
0.8,736.668,736.672,736.679,736.68
0.8,736.823,736.828,736.835,736.836
0.8,736.692,736.696,736.704,736.704
0.8,737.05,737.054,737.062,737.063
0.8,737.206,737.21,737.218,737.219
0.8,737.357,737.362,737.369,737.37
0.8,737.457,737.462,737.469,737.47
0.8,737.436,737.441,737.448,737.449
0.8,737.673,737.678,737.685,737.686
0.8,737.562,737.567,737.574,737.575
0.8,738.173,738.178,738.185,738.186
0.8,737.51,737.515,737.521,737.522
0.8,738.059,738.064,738.071,738.072
0.8,738.328,738.333,738.339,738.34
0.8,738.455,738.46,738.466,738.467
0.8,738.528,738.533,738.54,738.54
0.8,738.656,738.661,738.667,738.668
0.8,738.777,738.782,738.789,738.789
0.8,738.998,739.002,739.009,739.01
0.8,739.076,739.081,739.087,739.088
0.8,739.095,739.1,739.106,739.107
0.8,738.851,738.856,738.863,738.863
0.8,739.352,739.356,739.363,739.364
0.8,739.428,739.433,739.439,739.44
0.8,739.333,739.338,739.345,739.345
0.8,739.34,739.345,739.351,739.352
0.8,739.849,739.854,739.861,739.861
0.8,739.985,739.989,739.996,739.996
0.8,740.145,740.15,740.157,740.157
0.8,740.221,740.225,740.232,740.233
0.8,740.36,740.365,740.371,740.372
0.8,740.37,740.375,740.381,740.382
0.8,740.484,740.488,740.495,740.495
0.8,740.687,740.692,740.698,740.699
0.8,740.743,740.747,740.754,740.754
0.8,740.914,740.919,740.925,740.926
0.8,740.929,740.934,740.94,740.941
0.8,741.181,741.185,741.192,741.193
0.8,741.152,741.157,741.163,741.164
0.8,741.532,741.537,741.543,741.544
0.8,741.509,741.514,741.52,741.521
0.8,741.375,741.379,741.386,741.386
0.8,741.804,741.809,741.815,741.816
0.8,741.65,741.655,741.661,741.661
0.8,742.069,742.074,742.08,742.081
0.8,742.087,742.091,742.097,742.098
0.8,742.223,742.228,742.234,742.235
0.8,742.406,742.411,742.417,742.418
0.8,742.562,742.567,742.573,742.574
0.8,742.575,742.58,742.586,742.587
0.8,742.755,742.759,742.766,742.766
0.8,743.136,743.14,743.147,743.147
0.8,743.098,743.103,743.109,743.11
0.8,743.234,743.239,743.245,743.246
0.8,743.409,743.414,743.42,743.421
0.8,742.838,742.843,742.849,742.85
0.8,743.409,743.414,743.42,743.421
0.8,743.554,743.558,743.565,743.565
0.8,743.636,743.641,743.648,743.648
0.8,743.722,743.727,743.733,743.734
0.8,743.693,743.698,743.704,743.705
0.8,743.979,743.983,743.99,743.99
0.8,744.078,744.083,744.089,744.09
0.8,744.33,744.335,744.341,744.342
0.8,744.526,744.53,744.537,744.537
0.8,744.518,744.522,744.529,744.529
0.8,744.622,744.627,744.633,744.634
0.8,744.709,744.714,744.72,744.721
0.8,744.816,744.821,744.827,744.828
0.8,745.324,745.329,745.335,745.336
0.8,745.104,745.108,745.115,745.115
0.8,745.054,745.059,745.065,745.066
0.8,745.191,745.196,745.202,745.203
0.8,745.419,745.423,745.43,745.43
0.8,745.5,745.505,745.511,745.512
0.8,745.585,745.59,745.596,745.597
0.8,745.742,745.746,745.753,745.753
0.8,745.883,745.888,745.894,745.895
0.8,746.253,746.258,746.264,746.265
0.8,745.939,745.944,745.95,745.951
0.8,746.153,746.157,746.164,746.164
0.8,746.297,746.302,746.308,746.309
0.8,746.398,746.403,746.409,746.41
0.8,746.303,746.308,746.314,746.315
0.8,746.649,746.654,746.66,746.661
0.8,746.782,746.787,746.793,746.794
0.8,746.835,746.839,746.846,746.846
0.8,746.494,746.499,746.505,746.506
0.8,747.269,747.274,747.28,747.281
0.8,746.614,746.618,746.625,746.625
0.8,747.324,747.329,747.335,747.336
0.8,747.41,747.415,747.421,747.422
0.8,747.525,747.53,747.536,747.537
0.8,747.694,747.699,747.706,747.706
0.8,747.812,747.817,747.823,747.824
0.8,747.93,747.934,747.941,747.942
0.8,748.14,748.145,748.152,748.153
